Ruid,Category,Dname,NameKo,NameEn,ColorHex,GroupId
396994bbdba04e2498d277cb34a7b801,longcoat,longcoat-314,파티쉐옷,,#e93216,longcoat:debe2fff4539
55a1896c9065464c81b0cfa9562f1ed9,face,face-7387,,Blazing Face,,face:8c531db76475
1ad026a1e1b243fb8a76b82bf82ff521,hair,hair-9835,,Purple Commander Will Hair,#7b63a6,hair:ba1791650ff8
8e9358f6894b42588c87e77dc2f0dc72,coat,coat-364,블루 아모리아 로브,,#154e8e,coat:13fe01433d2a
932114c19d004e3f9a306445bb195c0f,coat,coat-377,스틸 코퍼럴,,#979087,coat:02c829bebdfb
a28f57f554e74efea47c494d12f1e972,weapon,onehandedweapon-2582,스위트 포크 케익,,,
7bd7e14aae174689b7ee002812c54dd7,shoes,shoes-422,후냥냥 니삭스,,#684d5e,
4cf1c0947fe9457d8cb95f7cafc994e8,face,face-7260,,Forest Child Face,#2869d8,face:c40e3b92846e
a4d7cd9ee06e44a09b5773a16aebc6b9,hair,hair-3971,초록색 원랭스 헤어,,#1e9c47,hair:9ebaf2d3107b
44403d636ed74866adf2e7a48d3633ce,face,face-923,불만있는 얼굴,,#974d2a,face:e939a71f20f7
d60ee8b09ef549f4b49f41ea672d15c3,hair,hair-12292,,Red Cute and Nice Daughter Hair,#dd5b75,hair:1f7b03b27fca
6294e9e8f8314261b43291b299e8e06c,face,face-7581,,Indifferent Face,#9d9c9c,face:58e1f0d8e810
a9a81d6f9ca04fe792ba7361541be5ef,faceaccessory,faceaccessory-262,보라색 복면,,,
8bc1d4a9ba75456cb950780d6f3d1ffb,face,face-8291,,Pure Passion Face,#b35318,face:b994e5e672ae
1836310eca874835b2a5b1b280586838,face,face-6320,,Shining Eyes Face,#63a656,face:ec2bc87e349e
a328dadd1f5c4ac1a5240a0b54fcae4c,hair,hair-6947,초록색 라멜 헤어,,#7fb28d,hair:9781f1ea1a5f
5ecdffa3e81945b2a56b59db57c4e8a4,face,face-5590,진중한 얼굴,,#707070,face:24d959ebb579
226ae78a5b7c45e0a5b463c63bdb0842,cap,cap-267,리티 모자,,#ddd1b7,
9b007fb2c63b47689bc946cf79c68bfe,cap,cap-1202,레드 필퍼,,#be0303,cap:1a3a1d95c577
83ddedb5728c40eaa422b3ad8bd00a0b,hair,hair-3180,,not-found,#b23d16,hair:e3ba72b4e3b0
09de7998818647d1b718d49697b0e014,face,face-147,순수한 얼굴,,#19b3a4,face:06f73f85ee78
c7ec723a98d34519a041aa0df50cd668,face,face-5682,미스티 얼굴,,#6a60cb,face:307e90d5fcdb
539e0dfc42c84eaaa46f551243b5105b,weapon,onehandedweapon-2222,딸기가 좋아,,,
3b58e54aaccf4b70acdc6f97b661c95b,hair,hair-1452,초록색 프리 헤어,,#318e79,hair:c7133870bc51
7de4223766564549b1ab73e14581fcf3,longcoat,longcoat-2432,,Sengoku Warrior's Garb,,longcoat:590668652f93
60259a45fd2c4d04b6f2d5f53d3fcf0a,hair,hair-2286,초록색 알레그로 헤어,,#7dc8a1,hair:b6e6a01f2a6c
67523e38098c41a2824d58523a41c8e2,face,face-7677,,Rasha Face,#816743,face:ba3ace5ffed2
5a43f9d5006a41ffb1a8545c4bfb3953,hair,hair-2155,보라색 차이니즈 롱헤어,,#d2028b,hair:9989800e7f80
ee8be9aacdc44375980733cf8a7dd560,cap,cap-1801,하이네스 레인져베레,,,cap:69cf8eaec45b
4934837566474e4d9a3e5390a178c508,weapon,onehandedweapon-2325,깨물 도넛 튜브,,,
d73c6bbde5034e5cb1507854cd8b7001,hair,hair-5198,노란색 레몬 알사탕 헤어,,#e8bf15,hair:0244b08c9ea5
825a36e122a44312890ca1fe23d7934e,pants,pants-261,다크 엘소르 치마,,#595752,pants:2c50fdac8c04
63b99eb7d8734b52b0295434e50932a0,hair,hair-2366,보라색 숲속의 실비아 헤어,,#7f4fca,hair:8d9dc08c6bbb
096fabc5a35e426db5912ec35e77a769,weapon,onehandedweapon-2780,,GMS Axe,,
da547eb728e649b6a5539a21e3a032b8,glove,glove-376,별난디노 장갑,,#7835db,glove:787c263b327b
e9f77ed244c940238b110fccee05bb5f,shoes,shoes-851,섀도우 나이트 슈즈,,#675324,
dbbb6c96dee240aa8b698f69f9f4f153,face,face-2994,총명한 노바 얼굴,,#515f5f,face:b81f7b297a7b
74333eb2c4754e8b8a9c3392caf3a5f5,longcoat,longcoat-619,무지개 미니 원피스,,#219ae7,
be79c8d4095242689f0ba6683d5d4756,hair,hair-7079,갈색 안개 무결 헤어,,#dfa9a4,hair:06f61a7124ca
1e0e84c6fa4349eaa908f89a8cc72765,hair,hair-9883,,Purple Colorful Windy Seaweed Hair,#a72fdf,hair:7bbe3901068b
f3ab6f5110294f03925699374cc467ac,body,body-12,창백 피부,,,
c69f1919d34b49e78f83d5a42e3a64a7,face,face-2698,당돌한 얼굴,,#5f5f60,face:4936e680859d
8a1f1c75c22f45a1ab3272ed59062ccb,weapon,onehandedweapon-188,나겔링,,,
71c4f4ce24b643bba0a438186139bcb3,hair,hair-8610,검은색 미디 신비 헤어,,#9d9dbe,hair:2f7d8829488f
3557fbf06f6b434faa72dbdfb0a65b4c,face,face-711,냉철한 엘프 얼굴,,#63168c,face:831cb055b8cd
f9a28a25fd564e74ba44d46a2bc7cbd8,hair,hair-12776,,Black Pie Hair,#050303,
8fba9123a8fe4f7a9f1ebbbb62f7e18f,twohandweapon,twohandedweapon-1037,봉인된 제네시스 투핸드소드,,,
e6b28dda2fb14c19974d4770e306933b,face,face-3134,콩콩이 성형,,#4445b7,face:eedc4e3627c4
d375882f71f94a0e8de19ffc538d6938,face,face-2895,달님눈 얼굴,,#bd7618,face:d40e05698120
33ed58b322494ba1a44c8732854d230e,longcoat,longcoat-1446,환상 에뜨왈,,#6280bd,
e6207a8794364a2bae8f37429efccbd5,hair,hair-7256,빨간색 솜솜이 헤어,,#de85a4,hair:77d090f1f423
743eb5304c674aba8844ddbacf1c6f9c,hair,hair-10963,,Kid Next Door Hair,#9a6c6c,hair:569e72100975
134b178a8cf64cce82276dd7d3520757,hair,hair-9313,주황색 보우마스터 헤어,,#ef8c54,hair:5e16004c0388
b92381656bf147ef88cea6a5ceb7f414,hair,hair-7053,주황색 수려 헤어,,#e08664,hair:6bd6a19dd5e1
4dc83fe90c0b4552a02f3b91431f0a4a,cap,cap-2906,,Kasumigiri Head Decoration,#871c12,cap:23d698e69bce
21a86106015e4d6f8c5470f4ed93f533,face,face-6481,,Ding Ding Face,#b7b7b7,face:4bb8a1d6360a
9a55638e523a45dd90502123c338b43a,hair,hair-3722,보라색 포도 알사탕 헤어,,#8c5be0,hair:0244b08c9ea5
62a75827a885430db2f0f4a49fe4aa44,face,face-1322,안개비 얼굴,,#515151,face:f81a542390aa
c5ebe05d95c44d4fb2d60df4db0c9c5b,longcoat,longcoat-2670,,Red Cube Outfit,#dd1a10,
31eeb31a0a154517bf59879a658aea87,shoes,shoes-167,빨간색 나이스 에어 농구화,,#b60000,
7e1f7e15682247a591aa584f94e93d41,hair,hair-11099,,Purple Rebel Boy Hair,#389696,hair:3c19cacf03c0
6999576c57594e9faf881d1a008e1299,face,face-7717,,Anastasia Ocular Mod,,face:7201486abde9
8b81ecf4308a4fd0ba948424d9ae9265,hair,hair-11269,,Parrot Hair,#b77983,hair:be15625e2564
78e60dbfc4f9487ca9be56c82c5b990b,eyeaccessory,eyeaccessory-221,,Spectrum Goggles,,
ccaaa1ab07974a8ea6ed8ec724a2be3e,face,face-2783,선비 얼굴,,#856124,face:9b8786f0d08d
3981fe513b8a43e1a1f0b58807aa7792,longcoat,longcoat-309,파란색 가운,,#019dc7,longcoat:f5d60a5a3f40
7799dfe1cd1e486c930278f3abd6c4d8,cap,cap-948,옐로우 듀크,,#b89805,cap:10e96fe123f6
410fa304e6c340bd8829cb20cad57ba9,hair,hair-10289,,Cute Sideswept Hair,#a68796,hair:e81da2897a0f
c7286cc672c441e7b42e1f73e77f3b42,hair,hair-4822,노란색 설탕소녀 헤어,,#d6993f,hair:4fa2e23494dd
98616fa359d0448f8dc086dbc17873b0,hair,hair-11476,,Curl Under Cut Hair,#768f6b,hair:3e7c0ffd7bda
d5f7ce85dbbd4b268c6062d9ab0b71b9,faceaccessory,faceaccessory-643,,Oozer,,
c27ed0aa9e964066bdfbd23ac2de1613,longcoat,longcoat-1968,고스 스우 제복,,#03080d,
f0e5f0adf1b94075b85d6e4d3ef68583,hair,hair-5836,갈색 찰랑샴푸 헤어,,,hair:c0b09ab1c36a
3987f71e3afd4a33ae684c7ee456f0ac,cap,cap-2818,,Polar Bear Hood,#803b6c,
a2ec72e2f8484c9ab51c49b2d0e8d20c,face,face-2200,안개비 얼굴,,#375e69,face:f81a542390aa
985e44451afc4730a46eb206716e7ecf,twohandweapon,twohandedweapon-273,가니어,,,
5ac75871b6f6489d905279656ebcca9b,hair,hair-2176,초록색 백야 헤어,,#5ba5ae,hair:532ef4f872e0
8d8bbb22e0f6427a87c01746f5be53b5,coat,coat-360,크라운 후드티,,#3e0606,
63aabbfebefd45e8acc2d16624716162,coat,coat-255,그린 너클베스트,,#186565,coat:2f9d42d87e35
e8a5befc5cc8468ea7fc62fb0f233c51,hair,hair-5644,갈색 삐삐롱 헤어,,#bb5467,hair:5e6059446bd2
0b27bf544f7d4f378d1e231842a2b1fc,hair,hair-275,초록색 샤랄라 헤어,,#81923a,hair:dbff967063ed
5696da0f511e4cb48e12ba5fc1557d08,hair,hair-8963,빨간색 러블 헤어,,#bc596d,hair:86a3d3f64357
0f512fd3afb047a08dd06a48077ced7d,hair,hair-6318,갈색 스콘 헤어,,#d1858e,hair:e44a94ae1506
84534abfc90b4151a3087dd32a963cbe,hair,hair-9505,갈색 슈퍼스타 헤어,,#af8084,hair:7262adea4fcf
ac80f32a46d94c2ca74a7b16d733949e,hair,hair-11742,,Anastasia Hair Mod - Red,#c64e8a,hair:11dfbbbe5788
7351fbf544f74aecb0932f1b52366519,longcoat,longcoat-2395,,FrontierB Black Suit,#2d2e35,longcoat:0376ebaff33f
af08d7780e594c68b61c995f179db201,hair,hair-4260,주황색 리본 웨이브 헤어,,#bf4533,hair:99a21ddc51c5
8e6001cbbb81440181917efacaf28733,twohandweapon,twohandedweapon-1963,,Night Raven Shooter,,
8f7a48664b8548ee938130a0c4a2d016,hair,hair-11315,,Red Trusty Top Knot,#cf1a1a,hair:1e752de8f2a0
76387be7c4514c2eb3b2e35faec21f63,hair,hair-2832,보라색 샤바랑 헤어,,,hair:9fd26211e31b
a5ed40204f1f46e6a80b95e782656efb,hair,hair-4008,노란색 안보여요 헤어,,#d3a118,hair:8ea55464f793
c91cbf4795cc40c48e7ed4ec8c434f97,hair,hair-4863,갈색 녹턴 헤어,,#d7780c,hair:fac8bbc2c27e
2b913515ad8b4a389ab249b5b4e66e30,hair,hair-1098,초록색 바람개비 헤어,,#3b4c4e,hair:cbb6b306ed6b
40139649b794471f9180199ab994bdd1,coat,coat-686,,Tania Tailored Jacket,#8b1313,
d3ad5598d6004b1790b9ab36093df327,face,face-2898,쿨한 얼굴,,#5f54cb,face:2aa23db3a84e
cb2fa3c21b3e47a697cc9ea8e6f6cfef,weapon,onehandedweapon-1919,특제 데 마르티,,,
0c036845aa2b4bc3b9cd86538c353202,face,face-6140,,Starling Face,#9e6917,face:f9de94e5c566
5904f0e2aa554af3a54c131deccd396a,hair,hair-2119,파란색 호일파마,,#2e6e9b,hair:e47323e49a03
e4c0d3706c8e43ab817b27346353a048,hair,hair-12480,,White Champaca Hair,#9c7c6b,hair:21e847a2d3f0
56cc8f8120814556851529553f9c2c5d,hair,hair-6609,초록색 요미 헤어,,#53bc50,hair:ac0332d90eeb
dee878ca03c34189943bddd6a23dfd0f,face,face-3036,비범한 모험가 얼굴,,#646464,face:fc0782407c52
94217845655a4ee697615ecd6993086c,hair,hair-3569,주황색 깜찍 뿔뿔이 헤어,,,hair:40f1444baecb
3576a2851dd447eb9fb498efdd5135e5,hair,hair-1324,검은색 흑설탕 헤어,,#6b656b,hair:6a05a098e1fc
f3875189c44a44e4a9c27dd626a184d7,face,face-3302,사르르 얼굴,,#1fa394,face:76708d022741
b4a3cce4e81e471e992fd48edb4a978b,hair,hair-11839,,Figure Warrior Hair,#691f49,
ad4341692ef9410cb006f1443bf01895,faceaccessory,faceaccessory-610,,Immortal Mask,,
849676ff54ad41868ef89b756edb86ec,hair,hair-11197,,Lunar New Year Cadena Hair,#3a52a8,hair:1a2bef4e9c8b
0271bf8ef03e454ab8d8f098c7d648b7,weapon,onehandedweapon-332,크리스마스 트리,,,
764deffe314a43cf9ec505d8e4c952e8,hair,hair-6744,파란색 에스퍼 헤어,,#6c89ee,hair:ff7ff605170f
9bc11d2ac05c4d78a0fedb45d2455a78,coat,coat-395,화이트 피에르타,,#c8665d,coat:741fc5b882c2
552580c53dbb4d36a4f06ff9b0fa2e9e,cap,cap-2413,빛나는 은하,,#1f2c4b,
3f0d7fa2920f4f34aa0e0c0e6d059991,weapon,onehandedweapon-2859,,Raven's Beak,,
63f4d28596d94c36822c9d5d41e11580,hair,hair-2375,검은색 데어데블 헤어,,#4b4953,hair:ff8948bb1dd2
acf154b2880a4dd9a107e35f7e089df4,face,face-2371,거울눈 얼굴,,#d92a63,face:6e568b27539c
5791786210d24ec2a76fa8f0dda26ad6,face,face-7419,,Glitzy Face,#d2d2d2,face:51e558e144d5
d5bcdbc0c03843d5994c1eb4c25c1708,hair,hair-5159,빨간색 볼륨컷헤어,,#d3120e,hair:c47da26c77ec
2a0c00090e0f46feb749e7627462a3c6,hair,hair-1052,빨간색 꽃단한쪽묶음 머리,,#dd5257,hair:48f4380d9ecf
3305109a65b54bc5b5652d66eb3b6d78,longcoat,longcoat-271,앱솔랩스 메이지슈트,,#991903,
37eae74d8a604a60b3ef4b3d4d95b9a2,hair,hair-10205,,Brown Butterfly Dance Hair,#a18078,hair:0f3ecc4a1214
bb3c411904274f56a7605e180adcf1e8,face,face-2566,참깨 얼굴,,#0fa4d6,face:0a41f46886b8
ed9418be6ebf42259c86ee34dc69225d,longcoat,longcoat-1288,달빛 세레나데,,#908125,
d1fe8d7e636c471fbde6fe261a3ee900,twohandweapon,twohandedweapon-2445,,,,
5415da8918b04d569404913ce4be22f6,hair,hair-2022,노란색 언밸런스컷,,#e4b421,hair:888215037201
f514a170fd4240e2bccfef37c4d5b322,hair,hair-12697,,Soulmate Hair,#ca9f30,hair:03353620c23d
365fa724bbc546c68144f8a3e3be8eca,hair,hair-1342,빨간색 묶은 머리,,#ca0404,hair:198d819fab30
df2c8e3815664a5da5eee22135385b0e,hair,hair-5415,파란색 볼륨 부시시 헤어,,#85afe0,hair:e34713ca6c0e
f0a0fbd840ed44089e59b6bbafbdebab,hair,hair-12641,,Spiked Wavy Hair,#ad673b,hair:e19b878d2920
79836b2206074a09ae6032e4eb457034,cap,cap-969,블루 매티,,#1159b7,cap:a454b6a41bb6
e49050dbcaa542bdbad0b44c7085982e,hair,hair-5540,파란색 칼날 헤어,,#1584f0,hair:860752bdb0f6
f67ea4f7bb39429fa2aa28d54f239e9a,weapon,onehandedweapon-1477,우트가르드 엑스,,,
321ff5da29844433893fec9e83556b44,face,face-5043,뭐요 얼굴,,#264610,face:e6a0ce158e9e
d40c7e4b192d427290e9a26f2c700912,hair,hair-7171,빨간색 밀크캔디 헤어,,#d26486,hair:804284decabc
3f2a1199e84941c5a73e473e4942c15a,hair,hair-1534,빨간색 C컬 펌 헤어,,#d04066,hair:3107687fdee2
437c2d1174bc45278bd54d96b538b7a2,hair,hair-1628,파란색 잡초소녀머리,,#288eb4,hair:d8ba919f05f4
0c9eb4b940c644e4b649b2b49ef428fc,longcoat,longcoat-68,속죄의 진혼 로브,,#252d37,
28903bf827284680a91f2ffb80addcbb,face,face-558,큰누님 얼굴,,#27a1c4,face:e3ce11662b88
554ef85a9f6444db96c304527132ca87,hair,hair-6601,갈색 벨로체 헤어,,#c99f78,hair:944ced29ed51
fd7ed6b0988d4b9f94558f9bdd1f662e,face,face-10157,,Onmyouji,#6e6e6e,face:8435df1d453d
cd269f4d5a404b37970a694f313f303f,twohandweapon,twohandedweapon-1277,모글레이,,,
3de6463acbd94aff8302260c2bb9e920,weapon,onehandedweapon-2191,하트비트 홈런,,,
22b7aa5c7aae424ebd6554bf2aec8197,face,face-6496,,Insolent Face,#ac3163,face:3c6195c72ccf
36118ab3547949e1abe3ea3aa8e1399c,face,face-5929,졸린 미소 얼굴,,#7d24ac,face:5ff416ac8003
045931add38b4c96a8fe36949d991c87,hair,hair-102,탈색검정 실크 블리치 헤어,,#7c7b89,hair:53b2c6faf6af
523acbb83fce4908b18eca4217fddefb,cap,cap-2022,어둠의 추격자의 뿔,,#2b010c,
5435f6a96b4c457e8d9e943c2acbbe94,hair,hair-2021,검은색 베이비 엔젤 헤어,,,hair:b0f40cef16ef
08de22685ad347b0877bfc12a10ab8f8,face,face-129,안개비 얼굴,,#3a616d,face:690dddcb4c4e
64862025b23a4808a01f1170b6119105,shoes,shoes-338,레드 넬리슈즈,,#b21d1c,shoes:0eb738559e20
c87913709cc54829bfbe98475eb59778,weapon,onehandedweapon-1265,쟈이힌 샤이닝로드,,,
724ae8024943408992648970ff68cbf7,hair,hair-2716,갈색 숏펌 헤어,,#8c340d,hair:20bae5f90803
03cccce5ca3e4f53a03bb13961acc013,face,face-5110,졸린 조용한 얼굴,,#21a4b8,face:838cd0aba518
f22b06b1abd84be08503932b2d3c839b,weapon,onehandedweapon-1454,하트 완드,,,
6cbd0f98dd9a44a9abe54c7008be475e,cap,cap-860,노란색 두건,,#d9b300,cap:8762d4bbf9fe
507ac6be02164ee1aa1d5a816f46189a,weapon,onehandedweapon-110,쌍지단도,,,
99240269d3f9462f89db7a7589cb6264,hair,hair-8119,빨간색 블링 블레이 헤어,,#e395aa,hair:62705add14a4
6b5fc54842c7478385b21120eadb4eba,hair,hair-9469,노란색 하이틴 걸 헤어,,#e8cabf,hair:59a41f165d4e
e2f611f26cb449eebe0feb945ccab754,hair,hair-12461,,Orange Long Bob Hair,#ec7a03,hair:492e836e92e0
7c799d16b3ed4f0199b81e706118aac0,hair,hair-9019,주황색 루비 헤어,,#eba68f,hair:7073730b4f41
4da2cfca63544417861e27a1bf22e1b3,hair,hair-1864,초록색 슬립 헤어,,#2e6696,
7bd314879faf44e996ae8d0c5aec380e,face,face-1683,뽀잉 얼굴,,#b81e47,face:13a97a1a4f63
2a8f54538ae24d60a08fe0d7c0ddbc6a,longcoat,longcoat-224,블랙 알파카 맨즈코트,,#211a17,
c0bebe3f6e8a4e80ab860db1baeb16d8,hair,hair-11995,,Blue Rebel Boy Hair,#bc9838,hair:3c19cacf03c0
72fc3422d3694f559d2c5d735852b4a2,pants,pants-227,베이비 핑크 팬츠,,#d35f6c,
65df5fa2fb50476dbeb07f3f37512e7b,cap,cap-3005,,Sakura's Hair Ornament,#76242d,
8c38474b97ed460ca3bccc52c3ec3634,cap,cap-1090,빨간색 머리띠,,#be0606,cap:ef7755a12f09
f1f7623944b64ada97ee1b5ed52985f5,hair,hair-8111,검은색 리드 헤어,,#727288,hair:cb15a035c6f3
fc9bea2319b94cb1b5f1f299eeabe36f,hair,hair-8450,파란색 뉴 올리비아 헤어,,#5a95e5,hair:6ae9bdc5092b
84dcc616f1c14bb48a40827c37eda749,weapon,onehandedweapon-945,메이플 베릴 파르마,,,
39d1179f70194fa8b333c3c6249aec17,face,face-6913,,Still Eyed Face,#392e31,face:a4d2bef9e80a
e6adaeb7fff248b09bcf2dd9f6041ef5,twohandweapon,twohandedweapon-2148,,Horoscope Net,,
3a475b69df1b4f8491eab83002fa0cf3,cape,cape-694,레이든 날개,,#b8b8bf,cape:3618f3aa004c
07f93de80118449586a5c945cd96f95b,longcoat,longcoat-1409,아라비안 의상,,#bf3948,
a92b85cdb4ec47a49e4b1eaffdb84f4d,face,face-2297,부티나는 얼굴,,#0053c5,face:6dc388d9429e
68ad275a5e3341aaa17ec519c9662b3e,face,face-1425,수정눈 얼굴,,#b73d3f,face:66e00cefc5f4
fa0bf714612c4f17b4800afacc564660,hair,hair-6075,주황색 도토리머리,,#bf5615,hair:9dfc0b5b5cd6
953349f73db14ad1bc4813744a5499ee,hair,hair-3584,초록색 요정윙 헤어,,#b0d350,hair:f65dbf5bb9c5
e2b804ad49774941a930ff36db7b70f0,cap,cap-1708,다크 이카르트,,#8f6d2e,
c0b7d7665be140cabfd1b0c4830b517c,twohandweapon,twohandedweapon-1235,우트가르드 핼버드,,,
93a928b074cf4975b3516513ac330e64,cap,cap-1148,루팡 모자,,#554522,
24d53d0dc93b422ea77b06bf383f95b4,face,face-6528,,Derpy Guy Face,#686868,face:f13056f28c85
628e478568e2433f8e029457fcc9b8f3,longcoat,longcoat-518,큐티 파머 앞치마,,#c88529,
53c7f4ab56e149faa88df73300830e03,hair,hair-10548,,Braid Point Hair,#c59472,hair:e644ae740175
cf1980b5cceb42e1b27d33374f60c218,face,face-9386,,Jax Ocular Mod,,face:d89d1050c0bf
decd1ee31684478cbbc12de94ffb43dd,hair,hair-5404,노란색 솔솔 헤어,,#e5a869,hair:132ca8b5613f
f64cc5c1eb4545febbf8c7b9dbbda9d9,hair,hair-7324,갈색 솜솜이 헤어,,#bea08a,hair:77d090f1f423
e380d966b5b54192bb7a124e83ae816f,hair,hair-9026,갈색 루비 헤어,,#c59b9c,hair:7073730b4f41
f899eca62e1a4adbb1e6c744094b0432,face,face-10064,,Kabukimono's Love Face,#bf2d06,face:eff7b7be01a7
779b1de0930c43ab8ffa921e288e5149,hair,hair-11022,,Blonde Samurai Ponytail,#d09930,hair:d3ad160b118b
41a258e724824a8b9f4fd88b10e8a89e,hair,hair-6493,노란색 칠야 헤어,,#e3c572,hair:967306e27978
74787cc4d2e34526a8991cbfb43a92b7,face,face-1583,노바왕족 얼굴,,#626262,face:79147277e8f9
6443552ef6734c19b9b4c301f481c2da,hair,hair-8108,주황색 리드 헤어,,#dfb194,hair:cb15a035c6f3
a4208d62bff94a5c91413c65ae6e0c77,cap,cap-1267,아가레스 블러디 기어,,#481e1d,
4b11a5caf79e47f59274fec5340429f4,face,face-7228,,Silent Face,#686868,face:719bf51fda02
7e8560b11278474795bd86d83e6feda0,pants,pants-252,브라운 코퍼럴 바지,,#691e0f,pants:b2426e0484f9
44463f95e39f43438ecd18b2de09fb1c,cap,cap-1997,낮잠 리본,,#2f2a4d,
d8ba1e6e13504919aacc5153b10f4b3c,cap,cap-1638,레볼루션 모자,,#a13721,cap:1a09ebf77b8c
46cb8e7153934c36ae9a6c52a47878c0,shoes,shoes-230,용맹한 병사의 신발,,#c5bd8e,
3a4ab2fcc5ef4c11af3fe7a92f5ead1f,cape,cape-142,미니미니 슬라임,,#55d71d,
cb96f93a0034472188276c11ab9f496e,cap,cap-3472,,Male Cadena Platinum Wig,#f8e6cc,
ae9ab1d793b04a5aa26128e12b758aeb,face,face-8882,,Game Face,#85cb1b,face:ef8c5c27f5bd
924780a0419f4bf8bfda9ed112c712d5,longcoat,longcoat-1963,주황 니트,,#ffeb11,
288454e221fe4eb5b25125d187fb0fd5,twohandweapon,twohandedweapon-2238,,,,
2112252d4960419e881f3567e9d89641,weapon,onehandedweapon-2096,작은 해달 조개,,,
f45d86a747a043109a4a6b3adccfb131,face,face-3316,침착한 눈 얼굴,,#a33137,face:5bee4867dffa
796845b86d5f41668fd2171f852b7fc5,hair,hair-2930,갈색 포니테일,,#b55900,hair:575621d6fe98
47303aa5ea2d483d9e72a8a5def3ad8b,face,face-5081,루어 얼굴,,#a4713d,face:0753c81305f9
585ff70f902d47058c8e7bf8a47f272a,hair,hair-6618,초록색 안개 무결 헤어,,#acd3dc,hair:06f61a7124ca
6e87a9c2eee94ffcb3c44aacd71c5710,pants,pants-219,다크실버 스틸러 바지,,#a6a6a6,pants:4624e39bac96
27c184255efd4cd88000945416cc7ec5,cap,cap-316,반짝 루돌프,,#7e4020,
2d4ee65832444179bcb001bf2c3ef13e,face,face-6680,,Puppy Eyes Face,#2c2c2e,
e3cd76da4ce04a558ee99ca303b8e4be,face,face-3088,차가운 얼굴,,#1da1af,face:66948c7b9bda
0d0e5bde392641259317cc3e52c1f633,face,face-6152,,She Who Awakened Face,#716c6b,
ac1e86c8548b4777a76b6caae67733d0,cape,cape-406,빨간색 Z 부스터,,#d50504,cape:b0959018fbf9
700f568d02024a1c9ad5d8f9c5432fbe,face,face-1518,남자얼굴11,,#1ab6cc,face:79cef7191653
82fac5f38169476899bfbd5728f48f3a,faceaccessory,faceaccessory-186,아련한 메이크업,,,
5cf86cc9a77b4d11a07887c59ef42e62,hair,hair-2213,빨간색 로맨틱 뉴젠헤어,,#82443b,hair:14593b29e83f
572f2b6bcfca458ba10b2a7f7e47b8d3,face,face-7411,,Piercing Gaze,,face:9cc75103e07f
0949c9882b524df69bc389dc6347b086,glove,glove-463,청월 장갑,,#4d82cf,glove:383c07d59623
b7c25844b84f46ddad431131b0b601a8,hair,hair-4454,갈색 슈가 버블 헤어,,#d04b8f,hair:92ec5715e664
75d4804cca504f0890f14ae05a02515a,hair,hair-2836,보라색 홍차소녀 헤어,,#9e77d5,hair:8f654b8db6d2
0c3903bd90e942c297131d4404219647,face,face-6143,,Kara Face,#0d0104,face:15cd0a8ffcc3
a3bf86754a1b41f0ac624bf495fe95a7,longcoat,longcoat-2552,,Loose Shirt Cardigan,#736364,
ffe68fece2974ad29db41e710e92929e,hair,hair-7358,주황색 내츄럴 레프 헤어,,#8b5c15,hair:92af0ae5161b
1e10592f2573458bbcaddd4bcdf029be,hair,hair-8807,주황색 블링 루야 헤어,,#de9c85,hair:c2593340b136
09063431088d48fbb433568f2444fb4e,hair,hair-230,갈색 프렌즈 시그너스 헤어,,#a88762,hair:2732ebc0d59b
2bddd44a80264802b15fbe1aa845a8a1,hair,hair-8927,노란색 몽실이 헤어,,#edc36b,hair:eccf33824075
5fc42292c88446d68a1718106a885117,hair,hair-10732,,Brown Fresh Wave Hair,#944039,hair:cacebe7038fa
f3f713dd8a1b43a4abb74fca50b4a52c,longcoat,longcoat-1333,하얀리본 세일러복,,#0c101e,
ea91929999f540ac99e07f5d5e53347d,face,face-5528,정결한 얼굴,,#7328bb,face:dbf185935a99
beb853f3e5b04cc1b6623bd415de020c,face,face-9143,,Derpy Guy Face,#480f47,face:f13056f28c85
d132312e27c24b72b9bf2024912e888c,hair,hair-5051,빨간색 꽁지의 신 헤어,,#dc2b0d,hair:3972a1b96d36
fd159343abf241a4b604e9999a950460,weapon,onehandedweapon-3487,,,,
4134365d0abd4d09a039bbfc80e08ebd,hair,hair-10312,,Shadow Dancer Hair,#9d81b1,hair:1f162748d763
98d27312d50842dc9e83549d1f9894e6,hair,hair-6901,갈색 안개 퍼즐 헤어,,#825175,hair:1217f7063513
0f6d53b52bd94e9da846f0a4451597d3,hair,hair-9687,,Static Hair,#b2b2c4,hair:810a96c855c5
30c125cbff714eb8840f91f3b7db8692,face,face-5292,동그래 얼굴,,#356bbc,face:1f495f35a4d7
63d26f24713b4a09aa5e3b336ef5d807,face,face-7604,,PPL Face,#474d56,face:9cc75103e07f
35e6d58a555644e2a98c0035dc7bb486,hair,hair-1330,빨간색 댄싱아이돌 헤어,,#dd5050,hair:1d3013ceb4aa
56258ced36e248e5bb8817714e7ba795,twohandweapon,twohandedweapon-816,11주년 세인트 스피어,,,
257766e9dfc44fb4baf790746be38bdd,hair,hair-9976,,Blonde Candy Curl Hair,#eec229,hair:72377423b69d
f617717a56c44fba8a869baf95687bea,face,face-3343,참깨 얼굴,,#7f1ce7,face:0a41f46886b8
6c785dc097ad4c93883adf762165bc9f,twohandweapon,twohandedweapon-1572,자피르 파시스,,,
